type_name,type_kind,field_name,field_type,is_required,description,args
Order,OBJECT,customAttributes,[Attribute!]!,True,"A list of additional information that has been attached to the order. For example, gift message, delivery instructions, or internal notes.",
Order,OBJECT,customer,Customer,False,"The customer who placed an order. Returns `null` if an order was created through a checkout without customer authentication, such as a guest checkout.
Learn more about [customer accounts](https://help.shopify.com/manual/customers/customer-accounts).",
Order,OBJECT,customerAcceptsMarketing,Boolean!,True,"Whether the customer agreed to receive marketing emails at the time of purchase.
Use this to ensure compliance with marketing consent laws and to segment customers for email campaigns.
Learn more about [building customer segments](https://shopify.dev/docs/apps/build/marketing-analytics/customer-segments).",
Order,OBJECT,customerJourneySummary,CustomerJourneySummary,False,"The customer's visits and interactions with the online store before placing the order.
Use this to understand customer behavior, attribution sources, and marketing effectiveness to optimize your sales funnel.",
Order,OBJECT,customerLocale,String,False,"The customer's language and region preference at the time of purchase. For example, ""en"" for English, ""fr-CA"" for French (Canada), or ""es-MX"" for Spanish (Mexico).
Use this to provide localized customer service and targeted marketing in the customer's preferred language.",
Order,OBJECT,discountApplications,DiscountApplicationConnection!,True,"A list of discounts that are applied to the order, excluding order edits and refunds.
Includes discount codes, automatic discounts, and other promotions that reduce the order total.","first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,discountCode,String,False,The discount code used for an order. Returns `null` if no discount code was applied.,
Order,OBJECT,discountCodes,[String!]!,True,The discount codes used for the order. Multiple codes can be applied to a single order.,
Order,OBJECT,displayAddress,MailingAddress,False,"The primary address of the customer, prioritizing shipping address over billing address when both are available.
Returns `null` if neither shipping address nor billing address was provided.",
Order,OBJECT,displayFinancialStatus,OrderDisplayFinancialStatus,False,An order's financial status for display in the Shopify admin.,
Order,OBJECT,displayFulfillmentStatus,OrderDisplayFulfillmentStatus!,True,"The order's fulfillment status that displays in the Shopify admin to merchants. For example, an order might be unfulfilled or scheduled.
For detailed processing, use the [`FulfillmentOrder`](https://shopify.dev/docs/api/admin-graphql/latest/objects/FulfillmentOrder) object.",
Order,OBJECT,disputes,[OrderDisputeSummary!]!,True,"A list of payment disputes associated with the order, such as chargebacks or payment inquiries.
Disputes occur when customers challenge transactions with their bank or payment provider.",
Order,OBJECT,dutiesIncluded,Boolean!,True,"Whether duties are included in the subtotal price of the order.
Duties are import taxes charged by customs authorities when goods cross international borders.",
Order,OBJECT,edited,Boolean!,True,"Whether the order has had any edits applied. For example, adding or removing line items, updating quantities, or changing prices.",
Order,OBJECT,email,String,False,"The email address associated with the customer for this order.
Used for sending order confirmations, shipping notifications, and other order-related communications.
Returns `null` if no email address was provided during checkout.",
Order,OBJECT,estimatedTaxes,Boolean!,True,"Whether taxes on the order are estimated.
This field returns `false` when taxes on the order are finalized and aren't subject to any changes.",
Order,OBJECT,events,EventConnection!,True,"A list of events associated with the order. Events track significant changes and activities related to the order, such as creation, payment, fulfillment, and cancellation.","first: Int, after: String, last: Int, before: String, reverse: Boolean = false, sortKey: EventSortKeys = ID, query: String"
Order,OBJECT,fulfillable,Boolean!,True,"Whether there are line items that can be fulfilled.
This field returns `false` when the order has no fulfillable line items.
For a more granular view of the fulfillment status, refer to the [FulfillmentOrder](https://shopify.dev/api/admin-graphql/latest/objects/FulfillmentOrder) object.",
Order,OBJECT,fulfillmentOrders,FulfillmentOrderConnection!,True,"A list of [fulfillment orders](https://shopify.dev/docs/api/admin-graphql/latest/objects/FulfillmentOrder) for an order.
Each fulfillment order groups [line items](https://shopify.dev/docs/api/admin-graphql/latest/objects/Order#field-Order.fields.lineItems) that are fulfilled together,
allowing an order to be processed in parts if needed.","displayable: Boolean = false, first: Int, after: String, last: Int, before: String, reverse: Boolean = false, query: String"
Order,OBJECT,fulfillments,[Fulfillment!]!,True,A list of shipments for the order. Fulfillments represent the physical shipment of products to customers.,"first: Int, query: String"
Order,OBJECT,fulfillmentsCount,Count,False,"The total number of fulfillments for the order, including canceled ones.",
Order,OBJECT,fullyPaid,Boolean!,True,Whether the order has been paid in full. This field returns `true` when the total amount received equals or exceeds the order total.,
Order,OBJECT,hasTimelineComment,Boolean!,True,Whether the merchant has added a timeline comment to the order.,
Order,OBJECT,id,ID!,True,A globally-unique ID.,
Order,OBJECT,legacyResourceId,UnsignedInt64!,True,The ID of the corresponding resource in the REST Admin API.,
Order,OBJECT,lineItems,LineItemConnection!,True,A list of the order's line items. Line items represent the individual products and quantities that make up the order.,"first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,localizedFields,LocalizedFieldConnection!,True,List of localized fields for the resource.,"countryCodes: [CountryCode!], purposes: [LocalizedFieldPurpose!], first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,merchantBusinessEntity,BusinessEntity!,True,"The legal business structure that the merchant operates under for this order, such as an LLC, corporation, or partnership.
Used for tax reporting, legal compliance, and determining which business entity is responsible for the order.",
Order,OBJECT,merchantEditable,Boolean!,True,"Whether the order can be edited by the merchant. Returns `false` for orders that can't be modified, such as canceled orders or orders with specific payment statuses.",
Order,OBJECT,merchantEditableErrors,[String!]!,True,"A list of reasons why the order can't be edited. For example, canceled orders can't be edited.",
Order,OBJECT,merchantOfRecordApp,OrderApp,False,The application acting as the Merchant of Record for the order. The Merchant of Record is responsible for tax collection and remittance.,
Order,OBJECT,metafield,Metafield,False,"A [custom field](https://shopify.dev/docs/apps/build/custom-data),
including its `namespace` and `key`, that's associated with a Shopify resource
for the purposes of adding and storing additional information.","namespace: String, key: String!"
Order,OBJECT,metafields,MetafieldConnection!,True,"A list of [custom fields](https://shopify.dev/docs/apps/build/custom-data)
that a merchant associates with a Shopify resource.","namespace: String, keys: [String!], first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,name,String!,True,"The unique identifier for the order that appears on the order page in the Shopify admin and the **Order status** page.
For example, ""#1001"", ""EN1001"", or ""1001-A"".
This value isn't unique across multiple stores. Use this field to identify orders in the Shopify admin and for order tracking.",
Order,OBJECT,netPaymentSet,MoneyBag!,True,"The net payment for the order, based on the total amount received minus the total amount refunded, in shop and presentment currencies.",
Order,OBJECT,nonFulfillableLineItems,LineItemConnection!,True,"A list of line items that can't be fulfilled.
For example, tips and fully refunded line items can't be fulfilled.
For a more granular view of the fulfillment status, refer to the [FulfillmentOrder](https://shopify.dev/api/admin-graphql/latest/objects/FulfillmentOrder) object.","first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,note,String,False,"The note associated with the order.
Contains additional information or instructions added by merchants or customers during the order process.
Commonly used for special delivery instructions, gift messages, or internal processing notes.",
Order,OBJECT,number,Int!,True,"The order number used to generate the name using the store's configured order number prefix/suffix. This number isn't guaranteed to follow a consecutive integer sequence (e.g. 1, 2, 3..), nor is it guaranteed to be unique across multiple stores, or even for a single store.",
Order,OBJECT,originalTotalAdditionalFeesSet,MoneyBag,False,"The total amount of all additional fees, such as import fees or taxes, that were applied when an order was created.
Returns `null` if additional fees aren't applicable.",
Order,OBJECT,originalTotalDutiesSet,MoneyBag,False,"The total amount of duties calculated when an order was created, before any modifications. Modifications include returns, refunds, order edits, and cancellations. Use [`currentTotalDutiesSet`](https://shopify.dev/docs/api/admin-graphql/latest/objects/order#field-Order.fields.currentTotalDutiesSet) to retrieve the current duties amount after adjustments.",
Order,OBJECT,originalTotalPriceSet,MoneyBag!,True,"The total price of the order at the time of order creation, in shop and presentment currencies.
Use this to compare the original order value against the current total after edits, returns, or refunds.",
Order,OBJECT,paymentCollectionDetails,OrderPaymentCollectionDetails!,True,"The payment collection details for the order, including payment status, outstanding amounts, and collection information.
Use this to understand when and how payments should be collected, especially for orders with deferred or installment payment terms.",
Order,OBJECT,paymentGatewayNames,[String!]!,True,"A list of the names of all payment gateways used for the order.
For example, ""Shopify Payments"" and ""Cash on Delivery (COD)"".",
Order,OBJECT,paymentTerms,PaymentTerms,False,"The payment terms associated with the order, such as net payment due dates or early payment discounts. Payment terms define when and how an order should be paid. Returns `null` if no specific payment terms were set for the order.",
Order,OBJECT,phone,String,False,"The phone number associated with the customer for this order.
Useful for contacting customers about shipping updates, delivery notifications, or order issues.
Returns `null` if no phone number was provided during checkout.",
Order,OBJECT,poNumber,String,False,"The purchase order (PO) number that's associated with an order.
This is typically provided by business customers who require a PO number for their procurement.",
Order,OBJECT,presentmentCurrencyCode,CurrencyCode!,True,"The currency used by the customer when placing the order. For example, ""USD"", ""EUR"", or ""CAD"".
This may differ from the shop's base currency when serving international customers or using multi-currency pricing.",
Order,OBJECT,processedAt,DateTime!,True,"The date and time in [ISO 8601 format](https://en.wikipedia.org/wiki/ISO_8601) when the order was processed.
This date and time might not match the date and time when the order was created.",
Order,OBJECT,productNetwork,Boolean!,True,Whether the customer also purchased items from other stores in the network.,
Order,OBJECT,publication,Publication,False,"The sales channel that the order was created from, such as the [Online Store](https://shopify.dev/docs/apps/build/app-surfaces#online-store) or [Shopify POS](https://shopify.dev/docs/apps/build/app-surfaces#point-of-sale).",
Order,OBJECT,purchasingEntity,PurchasingEntity,False,"The business entity that placed the order, including company details and purchasing relationships.
Used for B2B transactions to track which company or organization is responsible for the purchase and payment terms.",
Order,OBJECT,refundDiscrepancySet,MoneyBag!,True,"The difference between the suggested and actual refund amount of all refunds that have been applied to the order.
A positive value indicates a difference in the merchant's favor, and a negative value indicates a difference in the customer's favor.",
Order,OBJECT,refundable,Boolean!,True,"Whether the order can be refunded based on its payment transactions.
Returns `false` for orders with no eligible payment transactions, such as fully refunded orders or orders with non-refundable payment methods.",
Order,OBJECT,refunds,[Refund!]!,True,"A list of refunds that have been applied to the order.
Refunds represent money returned to customers for returned items, cancellations, or adjustments.",first: Int
Order,OBJECT,registeredSourceUrl,URL,False,"The URL of the source that the order originated from, if found in the domain registry. Returns `null` if the source URL isn't in the domain registry.",
Order,OBJECT,requiresShipping,Boolean!,True,"Whether the order requires physical shipping to the customer.
Returns `false` for digital-only orders (such as gift cards or downloadable products) and `true` for orders with physical products that need delivery.
Use this to determine shipping workflows and logistics requirements.",
Order,OBJECT,restockable,Boolean!,True,"Whether any line items on the order can be restocked into inventory.
Returns `false` for digital products, custom items, or items that can't be resold.",
Order,OBJECT,retailLocation,Location,False,"The physical location where a retail order is created or completed, except for draft POS orders completed using the ""mark as paid"" flow in the Shopify admin, which return `null`. Transactions associated with the order might have been processed at a different location.",
Order,OBJECT,returnStatus,OrderReturnStatus!,True,"The order's aggregated return status for display purposes.
Indicates the overall state of returns for the order, helping merchants track and manage the return process.",
Order,OBJECT,returns,ReturnConnection!,True,"The returns associated with the order.
Contains information about items that customers have requested to return, including return reasons, status, and refund details.
Use this to track and manage the return process for order items.","first: Int, after: String, last: Int, before: String, reverse: Boolean = false, query: String"
Order,OBJECT,risk,OrderRiskSummary!,True,"The risk assessment summary for the order.
Provides fraud analysis and risk scoring to help you identify potentially fraudulent orders.
Use this to make informed decisions about order fulfillment and payment processing.",
Order,OBJECT,shippingAddress,MailingAddress,False,"The shipping address where the order will be delivered.
Contains the customer's delivery location for fulfillment and shipping label generation.
Returns `null` for digital orders or orders that don't require shipping.",
Order,OBJECT,shippingLine,ShippingLine,False,"A summary of all shipping costs on the order.
Aggregates shipping charges, discounts, and taxes to provide a single view of delivery costs.",
Order,OBJECT,shippingLines,ShippingLineConnection!,True,"The shipping methods applied to the order.
Each shipping line represents a shipping option chosen during checkout, including the carrier, service level, and cost.
Use this to understand shipping charges and delivery options for the order.","includeRemovals: Boolean = false, first: Int, after: String, last: Int, before: String, reverse: Boolean = false"
Order,OBJECT,shopifyProtect,ShopifyProtectOrderSummary,False,"The Shopify Protect details for the order, including fraud protection status and coverage information.
Shopify Protect helps protect eligible orders against fraudulent chargebacks.
Returns `null` if Shopify Protect is disabled for the shop or the order isn't eligible for protection.
Learn more about [Shopify Protect](https://www.shopify.com/protect).",
Order,OBJECT,sourceIdentifier,String,False,"A unique POS or third party order identifier.
For example, ""1234-12-1000"" or ""111-98567-54"". The [`receiptNumber`](https://shopify.dev/docs/api/admin-graphql/latest/objects/Order#field-receiptNumber) field is derived from this value for POS orders.",
Order,OBJECT,sourceName,String,False,"The name of the source associated with the order, such as ""web"", ""mobile_app"", or ""pos"". Use this field to identify the platform where the order was placed.",
Order,OBJECT,staffMember,StaffMember,False,"The staff member who created or is responsible for the order.
Useful for tracking which team member handled phone orders, manual orders, or order modifications.
Returns `null` for orders created directly by customers through the online store.",
Order,OBJECT,statusPageUrl,URL!,True,"The URL where customers can check their order's current status, including tracking information and delivery updates.
Provides order tracking links in emails, apps, or customer communications.","audience: Audience, notificationUsage: NotificationUsage"
Order,OBJECT,subtotalLineItemsQuantity,Int!,True,"The sum of quantities for all line items that contribute to the order's subtotal price.
This excludes quantities for items like tips, shipping costs, or gift cards that don't affect the subtotal.
Use this to quickly understand the total item count for pricing calculations.",
Order,OBJECT,subtotalPriceSet,MoneyBag,False,"The sum of the prices for all line items after discounts and before returns, in shop and presentment currencies.
If `taxesIncluded` is `true`, then the subtotal also includes tax.",
Order,OBJECT,suggestedRefund,SuggestedRefund,False,"A calculated refund suggestion for the order based on specified line items, shipping, and duties.
Use this to preview refund amounts, taxes, and processing fees before creating an actual refund.","shippingAmount: Money, refundShipping: Boolean, refundLineItems: [RefundLineItemInput!], refundDuties: [RefundDutyInput!], suggestFullRefund: Boolean = false, refundMethodAllocation: RefundMethodAllocation = ORIGINAL_PAYMENT_METHODS"
Order,OBJECT,tags,[String!]!,True,"A comma separated list of tags associated with the order. Updating `tags` overwrites
any existing tags that were previously added to the order. To add new tags without overwriting
existing tags, use the [tagsAdd](https://shopify.dev/api/admin-graphql/latest/mutations/tagsadd)
mutation.",
Order,OBJECT,taxExempt,Boolean!,True,"Whether taxes are exempt on the order.
Returns `true` for orders where the customer or business has a valid tax exemption, such as non-profit organizations or tax-free purchases.
Use this to understand if tax calculations were skipped during checkout.",
Order,OBJECT,taxLines,[TaxLine!]!,True,"A list of all tax lines applied to line items on the order, before returns.
Tax line prices represent the total price for all tax lines with the same `rate` and `title`.",
Order,OBJECT,taxesIncluded,Boolean!,True,"Whether taxes are included in the subtotal price of the order.
When `true`, the subtotal and line item prices include tax amounts. When `false`, taxes are calculated and displayed separately.",
Order,OBJECT,test,Boolean!,True,"Whether the order is a test.
Test orders are made using the Shopify Bogus Gateway or a payment provider with test mode enabled.
A test order can't be converted into a real order and vice versa.",
Order,OBJECT,totalCapturableSet,MoneyBag!,True,"The authorized amount that's uncaptured or undercaptured, in shop and presentment currencies.
This amount isn't adjusted for returns.",
Order,OBJECT,totalCashRoundingAdjustment,CashRoundingAdjustment!,True,The total rounding adjustment applied to payments or refunds for an order involving cash payments. Applies to some countries where cash transactions are rounded to the nearest currency denomination.,
Order,OBJECT,totalDiscountsSet,MoneyBag,False,"The total amount discounted on the order before returns, in shop and presentment currencies.
This includes both order and line level discounts.",
Order,OBJECT,totalOutstandingSet,MoneyBag!,True,"The total amount not yet transacted for the order, in shop and presentment currencies.
A positive value indicates a difference in the merchant's favor (payment from customer to merchant) and a negative value indicates a difference in the customer's favor (refund from merchant to customer).",
Order,OBJECT,totalPriceSet,MoneyBag!,True,"The total price of the order, before returns, in shop and presentment currencies.
This includes taxes and discounts.",
Order,OBJECT,totalReceivedSet,MoneyBag!,True,"The total amount received from the customer before returns, in shop and presentment currencies.",
Order,OBJECT,totalRefundedSet,MoneyBag!,True,"The total amount that was refunded, in shop and presentment currencies.",
Order,OBJECT,totalRefundedShippingSet,MoneyBag!,True,"The total amount of shipping that was refunded, in shop and presentment currencies.",
Order,OBJECT,totalShippingPriceSet,MoneyBag!,True,"The total shipping costs returned to the customer, in shop and presentment currencies. This includes fees and any related discounts that were refunded.",
Order,OBJECT,totalTaxSet,MoneyBag,False,"The total tax amount before returns, in shop and presentment currencies.",
Order,OBJECT,totalTipReceivedSet,MoneyBag!,True,"The sum of all tip amounts for the order, in shop and presentment currencies.",
Order,OBJECT,totalWeight,UnsignedInt64,False,"The total weight of the order before returns, in grams.",
Order,OBJECT,transactions,[OrderTransaction!]!,True,A list of transactions associated with the order.,"first: Int, capturable: Boolean, manuallyResolvable: Boolean"
Order,OBJECT,transactionsCount,Count,False,The number of transactions associated with the order.,
Order,OBJECT,unpaid,Boolean!,True,Whether no payments have been made for the order.,
Order,OBJECT,updatedAt,DateTime!,True,The date and time in [ISO 8601 format](https://en.wikipedia.org/wiki/ISO_8601) when the order was last modified.,
